id,door_type,title,region,start_period,end_period,location,poster,syear,smonth,sday,eyear,emonth,eday,door
1595,festibal,부산과학축전,부산,2022-08-27,2022-08-28,부산광역시 해운대구 영화의전당,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220818_85%2F1660787808637Lhqvg_JPEG%2F2838345_image2_1.jpg,2022,8,27,2022,8,28,1
1596,festibal,부산국제광고제,부산,2022-08-25,2022-08-27,부산광역시 해운대구 BEXCO,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_141%2F1659424234832MQ44p_JPEG%2F2830684_image2_1.jpg,2022,8,25,2022,8,27,1
1597,festibal,부산여행영화제,부산,2022-08-05,2022-08-07,부산광역시 해운대구 영화의전당,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_121%2F1659406079647233KJ_JPEG%2F2830689_image2_1.jpg,2022,8,5,2022,8,7,1
1598,festibal,부산수제맥주페스티벌,부산,2022-08-17,2022-08-21,부산 해운대구,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220714_143%2F1657763034241LsXz4_JPEG%2F2827478_image2_1.jpg,2022,8,17,2022,8,21,1
1599,festibal,유니버설디자인 공감주간,부산,2022-08-20,2022-08-28,부산광역시 부산진구 부산시민공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220725_197%2F1658711450870pDCoE_PNG%2F2828688_image2_1.png,2022,8,20,2022,8,28,1
1600,festibal,부산국제코미디페스티벌,부산,2022-08-19,2022-08-28,부산광역시,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220722_162%2F1658452903070dLTmF_JPEG%2F2733976_image2_1.jpg,2022,8,19,2022,8,28,1
1708,festibal,청정임산물 대축제,타지역,2022-08-24,2022-10-16,대전 서구 대전엑스포시민광장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220819_54%2F1660873800247NRLYR_JPEG%2F2838389_image2_1.jpg,2022,8,24,2022,10,16,1
1709,festibal,대전청년주간,타지역,2022-09-16,2022-09-18,대전광역시 유성구 엑스포 과학공원한빛탑,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220811_12%2F1660194255519E34z1_JPEG%2F2835579_image2_1.jpg,2022,9,16,2022,9,18,1
1710,festibal,대전ART마임페스티벌,타지역,2022-09-23,2022-09-24,대전광역시 중구 스카이로드,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_251%2F1661416403355AuUpT_JPEG%2F2842424_image2_1.jpg,2022,9,23,2022,9,24,1
1711,festibal,대전효문화뿌리축제,타지역,2022-10-07,2022-10-09,대전광역시 중구 뿌리공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F110%2F43%2F26%2F70%2F110_23432670_manual_image_url_1641358341031.png,2022,10,7,2022,10,9,1
1712,festibal,피코알로하페스티벌,타지역,2022-08-06,2022-08-06,대전광역시 동구 디캔센터,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220801_202%2F1659315844062Pjoxk_JPEG%2F2830507_image2_1.jpg,2022,8,6,2022,8,6,1
1713,festibal,유성 재즈&맥주페스타,타지역,2022-08-19,2022-08-20,대전광역시 유성구 유림공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_198%2F1660123570856HldTc_JPEG%2F2833093_image2_1.jpg,2022,8,19,2022,8,20,1
1714,festibal,대전국제와인페스티벌,타지역,2022-08-26,2022-08-28,대전광역시 유성구 DCC대전컨벤션센터,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220718_80%2F1658106611399sl4TY_JPEG%2F2827947_image2_1.jpg,2022,8,26,2022,8,28,1
1715,festibal,로봇융합페스티벌,타지역,2022-08-05,2022-08-07,대전광역시 유성구 DCC대전컨벤션센터,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220714_268%2F1657769419060IqSTV_JPEG%2F2827452_image2_1.jpg,2022,8,5,2022,8,7,1
1716,festibal,이월드 호러 어드벤처 : 좀비 스테이션,타지역,2022-07-02,2022-08-31,대구광역시 달서구 이월드,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220628_224%2F16563842755049W0dW_JPEG%2F2824812_image2_1.jpg,2022,7,2,2022,8,31,1
1717,festibal,달성대구현대미술제,타지역,2022-09-02,2022-10-03,대구광역시 달성군 강정보디아크광장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_136%2F1661414768599HRspk_JPEG%2F2843905_image2_1.jpg,2022,9,2,2022,10,3,1
1718,festibal,남구 청년예술제,타지역,2022-09-16,2022-09-18,대구광역시 남구 대덕문화전당,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220818_224%2F1660787737777Em7Cp_JPEG%2F2837969_image2_1.jpg,2022,9,16,2022,9,18,1
1719,festibal,수성못 페스티벌(SUSEONG LAKE FESTIVAL),타지역,2022-09-23,2022-09-25,대구광역시 수성구 수성못,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_238%2F1658216069963SrxRY_JPEG%2F110_1908464_manual_image_url_1658216069937.jpg,2022,9,23,2022,9,25,1
1720,festibal,광주프린지페스티벌,타지역,2022-06-04,2022-10-22,광주광역시 동구 국립아시아문화전당5.18민주광장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_129%2F1656901933224gg9xi_JPEG%2F2822675_image2_1.jpg,2022,6,4,2022,10,22,1
1721,festibal,Beer Fest Gwangju,타지역,2022-08-31,2022-09-05,광주광역시 서구 김대중컨벤션센터,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_14%2F1657105915839M7qgl_JPEG%2F2819169_image2_1.jpg,2022,8,31,2022,9,5,1
1722,festibal,광주 국화전시회,타지역,2022-10-07,2022-10-23,광주광역시 서구 김대중컨벤션센터,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_115%2F1657105905809ykuOR_JPEG%2F2818840_image2_1.jpg,2022,10,7,2022,10,23,1
1723,festibal,추억의 광주충장 월드페스티벌,타지역,2022-10-13,2022-10-17,광주 동구,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_206%2F1656677039604yhd7l_JPEG%2F2817317_image2_1.jpg,2022,10,13,2022,10,17,1
1724,festibal,울산옹기축제,타지역,2022-09-30,2022-10-03,울산광역시 울주군 외고산옹기마을,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_39%2F1656902260773gOFQv_JPEG%2F1993568_image2_1.jpg,2022,9,30,2022,10,3,1
1725,festibal,울산아시아퍼시픽뮤직미팅(울산에이팜),타지역,2022-09-02,2022-09-04,울산광역시 남구 울산문화예술회관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220729_237%2F1659056923831z61N9_JPEG%2F2830110_image2_1.jpg,2022,9,2,2022,9,4,1
1726,festibal,울산문화축전,타지역,2022-10-07,2022-10-13,울산광역시 중구 울산종합운동장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_106%2F1661480403845IHtQW_JPEG%2F2841133_image2_1.jpg,2022,10,7,2022,10,13,1
1727,festibal,처용문화제,타지역,2022-10-08,2022-10-10,울산광역시 중구 태화강 국가정원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_64%2F1656656760874QM3wT_JPEG%2F110_1908620_manual_image_url_1656656760850.jpg,2022,10,8,2022,10,10,1
1728,festibal,음성 품바축제,타지역,2022-09-21,2022-09-25,충청북도 음성군 설성공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_227%2F165667701754927pnd_PNG%2F2689066_image2_1.png,2022,9,21,2022,9,25,1
1729,festibal,괴산고추축제,타지역,2022-09-01,2022-09-04,충북 괴산군 괴산 고추축제,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220805_15%2F1659662687061DJLXL_JPEG%2F110_19317940_manual_image_url_1659662686975.jpg,2022,9,1,2022,9,4,1
1730,festibal,청주읍성큰잔치,타지역,2022-09-02,2022-09-04,충청북도 청주시 청주중앙공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220822_182%2F1661131657225EAMRh_JPEG%2F2839848_image2_1.jpg,2022,9,2,2022,9,4,1
1731,festibal,청주전통공예페스티벌,타지역,2022-09-21,2022-09-25,충청북도 청주시 문화제조창,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_28%2F16614796496251Muwz_JPEG%2F2670713_image2_1.jpg,2022,9,21,2022,9,25,1
1732,festibal,충주 달달 문화재 야행,타지역,2022-09-22,2022-09-24,충청북도 충주시 중앙탑사적공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220812_298%2F1660269640677084Xb_JPEG%2F2836079_image2_1.jpg,2022,9,22,2022,9,24,1
1733,festibal,지용제,타지역,2022-09-22,2022-09-25,충청북도 옥천군 정지용생가,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_293%2F1659407382009AjvoN_JPEG%2F2830673_image2_1.jpg,2022,9,22,2022,9,25,1
1734,festibal,청원생명축제,타지역,2022-09-30,2022-10-10,충청북도 청주시 미래지농촌테마공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_213%2F1659409423906t8G2a_JPEG%2F2821263_image2_1.jpg,2022,9,30,2022,10,10,1
1735,festibal,음성명작페스티벌,타지역,2022-10-05,2022-10-09,충청북도 금왕금빛근린공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220707_131%2F1657173078955yCHHu_JPEG%2F2699278_image2_1.jpeg,2022,10,5,2022,10,9,1
1736,festibal,대한민국와인축제,타지역,2022-10-06,2022-10-09,충청북도 영동군 영동레인보우힐링관광지 (2023년예정),https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_72%2F1657105665411mJAis_JPEG%2F110_24851460_manual_image_url_1657105665305.jpg,2022,10,6,2022,10,9,1
1737,festibal,영동난계국악축제,타지역,2022-10-06,2022-10-09,충청북도 영동군 영동레인보우힐링관광지 (2023년예정),https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_234%2F1657105792033CPyMP_PNG%2F2689801_image2_1.png,2022,10,6,2022,10,9,1
1738,festibal,보은대추축제,타지역,2022-10-14,2022-10-31,충청북도 보은군 뱃들공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220721_48%2F16583738888234cKin_JPEG%2F2828432_image2_1.jpg,2022,10,14,2022,10,31,1
1739,festibal,청주문화재야행,타지역,2022-08-27,2022-08-28,충청북도 청주시 청주용두사지철당간,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_265%2F16571054141012aDpX_JPEG%2F2823486_image2_1.jpg,2022,8,27,2022,8,28,1
1740,festibal,서천 홍원항 자연산 전어·꽃게 축제,타지역,2022-08-20,2022-09-04,충청남도 서천군 홍원항,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220725_112%2F165871166813315yb2_JPEG%2F2828777_image2_1.jpg,2022,8,20,2022,9,4,1
1741,festibal,홍성남당항대하축제,타지역,2022-08-27,2022-10-30,충청남도 홍성군 남당항,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_142%2F1661415751669zvyC0_JPEG%2F110_23933222_manual_image_url_1661415751628.jpg,2022,8,27,2022,10,30,1
1742,festibal,태안 빛축제,타지역,2021-01-01,2023-12-31,충청남도 태안군 태안빛축제,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_237%2F1656902083149fC3TE_JPEG%2F2445115_image2_1.jpg,2021,1,1,2023,12,31,1
1743,festibal,서산해미읍성축제,타지역,2022-10-07,2022-10-09,충청남도 서산시 해미읍성,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_181%2F1657105853309phLo9_JPEG%2F2816649_image2_1.jpg,2022,10,7,2022,10,9,1
1744,festibal,태안 가을꽃박람회,타지역,2022-09-01,2022-10-31,충청남도 태안군 코리아플라워파크,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220816_107%2F1660615662665TB5ES_JPEG%2F110_4023370_manual_image_url_1660615662584.jpg,2022,9,1,2022,10,31,1
1745,festibal,예산황새축제,타지역,2022-09-02,2022-09-03,충청남도 예산군 예산황새공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_227%2F1661390456237sF8vI_JPEG%2F2843509_image2_1.jpg,2022,9,2,2022,9,3,1
1746,festibal,공주 문화재야행,타지역,2022-09-02,2022-09-04,충청남도 공주시 제민천1길,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_7%2F1661416547392VY96o_JPEG%2F110_10091855_manual_image_url_1661416547315.jpg,2022,9,2,2022,9,4,1
1747,festibal,태안 국제모래조각 페스티벌,타지역,2022-09-03,2022-09-04,충청남도 태안군 신두리해수욕장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220825_32%2F1661390015965y77CO_JPEG%2F110_28707308_manual_image_url_1661390015879.jpg,2022,9,3,2022,9,4,1
1748,festibal,부여문화재야행 「정림아! 사비로와!」,타지역,2022-09-16,2022-09-25,충청남도 부여군 정림사지,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_78%2F1661489246749Y6bI8_JPEG%2F2844096_image2_1.jpg,2022,9,16,2022,9,25,1
1749,festibal,천안흥타령춤축제,타지역,2022-09-21,2022-09-25,충청남도 천안시 천안종합운동장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_93%2F1656677126514kE0Pl_JPEG%2F2810358_image2_1.jpg,2022,9,21,2022,9,25,1
1750,festibal,피나클랜드 국화축제,타지역,2022-09-23,2022-11-27,충청남도 아산시 피나클랜드 수목원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_240%2F1658194101734U9s9P_JPEG%2F110_24759798_manual_image_url_1658194101711.jpg,2022,9,23,2022,11,27,1
1751,festibal,금산 인삼축제,타지역,2022-09-30,2022-10-10,충청남도 금산군 금산세계인삼엑스포금산인삼관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_98%2F1656902224194iM3sk_JPEG%2F2815735_image2_1.jpg,2022,9,30,2022,10,10,1
1752,festibal,백제문화제,타지역,2022-10-01,2022-10-10,충청남도 공주시 금강신관공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_74%2F1656677003887NzaA1_JPEG%2F2817800_image2_1.jpg,2022,10,1,2022,10,10,1
1753,festibal,계룡세계軍문화엑스포,타지역,2022-10-07,2022-10-23,충청남도 계룡시 계룡세계군문화엑스포,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_255%2F1656676962118LP4z6_JPEG%2F2549807_image2_1.jpg,2022,10,7,2022,10,23,1
1754,festibal,논산 강경젓갈축제,타지역,2022-10-12,2022-10-16,충청남도 논산시 강경젓갈시장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_213%2F1656902589209HiW8d_JPEG%2F2821984_image2_1.jpg,2022,10,12,2022,10,16,1
1755,festibal,예산장터 삼국축제,타지역,2022-10-14,2022-10-20,충청남도 예산군 예산시네마,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_142%2F1657105005953cPY1v_JPEG%2F2757532_image2_1.jpg,2022,10,14,2022,10,20,1
1756,festibal,아산문화재야행,타지역,2022-10-22,2022-10-22,충남 아산시 외암민속마을,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220701_77%2F1656639820280e3I7B_JPEG%2F2823470_image2_1.jpg,2022,10,22,2022,10,22,1
1757,festibal,심훈상록문화제,타지역,2022-10-28,2022-10-30,충청남도 당진시 당진시청,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220804_111%2F16596015024532oUsg_JPEG%2F110_24806177_manual_image_url_1659601502381.jpg,2022,10,28,2022,10,30,1
1758,festibal,보령머드축제,타지역,2022-07-16,2022-08-15,충청남도 보령시 대천해수욕장,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220628_297%2F165638456967322MuV_PNG%2F2689747_image2_1.png,2022,7,16,2022,8,15,1
1759,festibal,락 페스티벌 달그락,타지역,2022-08-20,2022-08-20,충청남도 아산시 신정호국민관광지야외음악당,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220808_255%2F1659921222261MUgC7_JPEG%2F2833299_image2_1.jpg,2022,8,20,2022,8,20,1
1760,festibal,통영연극예술축제,타지역,2022-08-26,2022-09-04,경상남도 통영시 통영시민문화회관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_47%2F16581957470114OFhP_JPEG%2F110_1908328_manual_image_url_1658195746999.jpeg,2022,8,26,2022,9,4,1
1761,festibal,강주해바라기 축제,타지역,2022-08-26,2022-09-12,경상남도 함안군 강주해바라기마을,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_252%2F1661479085473oeglO_JPEG%2F2844291_image2_1.jpg,2022,8,26,2022,9,12,1
1762,festibal,밀양 아리랑대축제,타지역,2022-09-22,2022-09-25,경상남도 밀양시 영남루,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_236%2F1661477466918f0V9b_PNG%2F2689700_image2_1.png,2022,9,22,2022,9,25,1
1763,festibal,함양 산삼축제,타지역,2022-09-02,2022-09-11,경상남도 함양군 상림공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_189%2F1661479899114uMueF_JPEG%2F110_28720984_manual_image_url_1661479899081.jpg,2022,9,2,2022,9,11,1
1764,festibal,남해 독일마을 맥주축제,타지역,2022-09-30,2022-10-02,경상남도 남해군 남해독일마을,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_178%2F1661502415532pQ2Of_JPEG%2F2841137_image2_1.jpg,2022,9,30,2022,10,2,1
1765,festibal,산청한방약초축제,타지역,2022-09-30,2022-10-10,경상남도 산청군 동의보감촌,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_144%2F1656902208067jTM5B_PNG%2F2689921_image2_1.png,2022,9,30,2022,10,10,1
1766,festibal,경남고성공룡세계엑스포,타지역,2022-10-01,2022-10-30,경상남도 고성군 당항포관광지,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_193%2F1658215559828eCAUN_JPEG%2F2828038_image2_1.jpg,2022,10,1,2022,10,30,1
1767,festibal,진주 남강유등축제,타지역,2022-10-10,2022-10-31,경상남도 진주시 진주성,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220719_183%2F1658216462140lqETq_JPEG%2F2828012_image2_1.jpg,2022,10,10,2022,10,31,1
1768,festibal,사천에어쇼,타지역,2022-10-20,2022-10-23,경상남도 사천시 사천에어쇼,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220824_217%2F166132137193065Su1_JPEG%2F110_24710759_manual_image_url_1661321371735.jpg,2022,10,20,2022,10,23,1
1769,festibal,김해분청도자기축제,타지역,2022-10-24,2022-10-30,경상남도 김해시 김해분청도자박물관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_273%2F1660099473599WQDoT_PNG%2F110_25802328_manual_image_url_1660099473519.png,2022,10,24,2022,10,30,1
1770,festibal,진주 개천예술제,타지역,2022-10-27,2022-11-03,경상남도 진주시,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220802_127%2F1659407666987OFx2x_JPEG%2F110_24636145_manual_image_url_1659407666916.jpg,2022,10,27,2022,11,3,1
1771,festibal,세계 라면 축제 in 경남 마산 로봇랜드,타지역,2022-11-01,2022-12-31,경상남도 창원시 로봇랜드,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220720_129%2F1658280671988KjSrN_JPEG%2F2828159_image2_1.jpg,2022,11,1,2022,12,31,1
1772,festibal,통영한산대첩축제,타지역,2022-08-06,2022-08-14,경상남도 통영시 세병관,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220704_31%2F16569026330898GcTI_PNG%2F2689709_image2_1.png,2022,8,6,2022,8,14,1
1773,festibal,창녕문화재 야행,타지역,2022-08-19,2022-08-21,경상남도 창녕군 술정리동3층석탑,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220721_73%2F1658373110561oEcdY_JPEG%2F2828411_image2_1.jpg,2022,8,19,2022,8,21,1
1774,festibal,밀양문화재야행,타지역,2022-08-19,2022-08-21,경상남도 밀양시 영남루,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220816_188%2F1660613466458skmiH_JPEG%2F110_24775061_manual_image_url_1660613466379.jpg,2022,8,19,2022,8,21,1
1775,festibal,사천문화재 야행,타지역,2022-08-05,2022-08-07,경상남도 사천시 삼천포대교공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220810_96%2F1660121083128cNKm8_JPEG%2F2831449_image2_1.jpg,2022,8,5,2022,8,7,1
1776,festibal,울릉도 오징어축제,타지역,2022-08-27,2022-08-29,경상북도 울릉군 저동항,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220826_52%2F1661480649808LQAeO_JPEG%2F110_28720988_manual_image_url_1661480649793.jpg,2022,8,27,2022,8,29,1
1777,festibal,김천나이트투어 '직지골야행',타지역,2022-04-09,2022-10-15,경상북도 김천시 사명대사공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_148%2F1657105351868CwFud_JPEG%2F110_18694234_manual_image_url_1657105351847.jpg,2022,4,9,2022,10,15,1
1778,festibal,동아시아문화도시 경주,타지역,2022-03-25,2022-11-18,경상북도 경주시 월정교,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220315_216%2F1647331796251hT5vc_JPEG%2F110_8125856_manual_image_url_1647331796135.jpg,2022,3,25,2022,11,18,1
1779,festibal,청도 프로방스 빛 축제,타지역,2022-01-01,2023-12-31,경상북도 청도군 청도프로방스,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=http%3A%2F%2Fsstatic.naver.net%2Fkeypage%2Fimage%2Fdss%2F110%2F93%2F26%2F66%2F110_24932666_manual_image_url_1641962334177.jpg,2022,1,1,2023,12,31,1
1780,festibal,포항국제불빛축제,타지역,2022-09-23,2022-09-25,경상북도 포항시 강변체육공원,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220714_176%2F1657788747002D7wzC_JPEG%2F2827536_image2_1.jpg,2022,9,23,2022,9,25,1
1781,festibal,청송사과축제,타지역,2022-11-02,2022-11-06,경상북도 청송군 용전천,https://search.pstatic.net/common?type=n&size=138x200&quality=85&direct=true&src=https%3A%2F%2Fcsearch-phinf.pstatic.net%2F20220706_100%2F1657105826085ODKYO_PNG%2F2687790_image2_1.png,2022,11,2,2022,11,6,1
